Produtos;Embal;Operacoeses Comerciais;Itens Vendidos;Quantidade;Valor;% Part.;Custo Total;$ Lucrativ.;% Lucrativ.
ZZ.SW.000 - FLORES EMPOEIRADAS - XY - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 46;51;0;10%;R$ 25
31.05.009 - ESMALTE NOVA COR BRILH ALUMINIO 1/16 LUKS;UNIDA;4;3;3;R$ 46;50;0;10%;R$ 15
ZZ.SH.000 - ROSA MADEIRA - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 46;50;0;10%;R$ 25
ZZ.SV.000 - ACAMPAMENTO NA SELVA - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;2;2;R$ 46;49;0;10%;R$ 27
ZZ.SV.000 - JOGO DE SOMBRAS - A2 - CORAL - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 46;46;0;10%;R$ 24
ZZ.SW.000 - VERMELHO RUBI - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 46;46;0;10%;R$ 27
ZZ.SV.000 - BATIDA DE PESSEGO - B2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 46;39;0;10%;R$ 25
ZZ.SV.000 - TOPAZIO BRUTO - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 46;38;0;10%;R$ 23
ZZ.SW.000 - AZUL BARROCO - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 46;37;0;10%;R$ 25
ZZ.SW.000 - MANJERONA - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 46;37;0;10%;R$ 25
ZZ.SV.000 - D054 - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 46;31;0;10%;R$ 26
ZZ.SW.000 - INESQUECIVEL - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 46;28;0;10%;R$ 24
ZZ.SH.000 - GEADA - LANGUAGE OF COLORS - - DECORA SEDA AC;800ML;231;1;1;R$ 46;20;0;10%;R$ 24
ZZ.SH.000 - PINHEIRO INGLES - LANGUAGE OF COLORS - - CORALIT ULTRA RESIST;800ML;231;1;1;R$ 46;19;0;10%;R$ 23
ZZ.SW.000 - CORCOVA - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 46;19;0;10%;R$ 26
ZZ.SV.000 - NUVEM SUAVE - A2 - CORAL - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 46;18;0;10%;R$ 25
ZZ.SH.000 - CINZA TOSTADO - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 46;10;0;10%;R$ 23
ZZ.SH.000 - CULTURA GREGA - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 46;10;0;10%;R$ 24
ZZ.SH.000 - LUAR DO SERTAO - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 46;10;0;10%;R$ 25
ZZ.SV.000 - VERDE-COLEGIAL - C2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 46;1;0;10%;R$ 27
05.09.007 - CATALIZADOR WASH PRIMER P/1/4;UNIDA;1;1;1;R$ 46;0;0;10%;R$ 5
32.01.012 - FELTRO DE LA RETANGULAR BEJE 4240;UNIDA;1;1;4;R$ 46;0;0;10%;R$ 15
ZZ.SV.000 - MARROM-ROSADO - B2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 45;97;0;10%;R$ 28
ZZ.SV.000 - TORRE DE PISA - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 45;96;0;10%;R$ 23
15.01.007 - PANO DE PRATO;UNIDA;7;3;7;R$ 45;91;0;10%;R$ 24
ZZ.SW.000 - AZUL IMPONENTE - W - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 45;85;0;10%;R$ 25
ZZ.SW.000 - TRILHAS DO DESTINO - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 45;85;0;10%;R$ 25
ZZ.SW.000 - CORRENTEZA SELVAGEM - W - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 45;77;0;10%;R$ 25
ZZ.SW.000 - VERDE GAIO - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 45;73;0;10%;R$ 25
ZZ.SV.000 - LAMBADA - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;2;2;R$ 45;70;0;10%;R$ 24
ZZ.SV.000 - FERRUGEM - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 45;64;0;10%;R$ 25
ZZ.SH.000 - BRANCO AREIA - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 45;60;0;10%;R$ 23
ZZ.SW.000 - PRAZER AZUL - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 45;52;0;10%;R$ 25
ZZ.SH.000 - VERDE TERAPEUTICO - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 45;50;0;10%;R$ 25
12.03.024 - TESTE FACIL ARQUITETURA URBANA;UNIDA;3;3;3;R$ 45;40;0;10%;R$ 24
ZZ.SW.000 - ROSA PORQUINHO - Z - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 45;40;0;10%;R$ 26
23.03.007 - NIVEL MADEIRA 14 HOBBY;UNIDA;5;2;2;R$ 45;36;0;10%;R$ 17
ZZ.SV.000 - BEGE AMULETO - A2 - CORAL - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 45;35;0;10%;R$ 25
ZZ.SV.000 - FEIRA DE ANTIGUIDADES - B2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 45;33;0;10%;R$ 27
ZZ.SV.000 - VERDE GALES - A2 - CORAL - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 45;33;0;10%;R$ 25
ZZ.SV.000 - B045 - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 45;29;0;10%;R$ 26
ZZ.SW.000 - AMARELO DESCOLADO - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 45;29;0;10%;R$ 25
ZZ.SW.000 - TATAME - Z - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 45;25;0;10%;R$ 25
ZZ.SV.000 - CINZA ALPINO - A2 - CORAL - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 45;24;0;10%;R$ 25
ZZ.SW.000 - PIMENTA JALAPENO - W - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 45;23;0;10%;R$ 27
ZZ.SW.000 - BLUEBERRY - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 45;15;0;10%;R$ 25
ZZ.SV.000 - ROSA ACANHADO - A2 - CORAL - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 45;11;0;10%;R$ 25
ZZ.SW.000 - CAMURCA - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 45;10;0;10%;R$ 24
ZZ.SW.000 - VIDA VERDE - Z - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 45;8;0;10%;R$ 25
ZZ.SW.000 - AMARELO OURO - W - SHERWIN - M-LTX ESM ECO ALTO B;QUART;1687;1;1;R$ 45;7;0;10%;R$ 26
ZZ.SW.000 - TREVO-DE-QUATRO-FOLHAS - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 45;5;0;10%;R$ 25
31.05.030 - ESMALTE NOVA COR BRILH LARANJA GL LUKS;UNIDA;1;1;1;R$ 45;0;0;10%;R$ 50
ZZ.SV.000 - TIJOLO - C2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 44;98;0;10%;R$ 26
ZZ.SW.000 - PICOLE DE LIMAO - LY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 44;95;0;10%;R$ 26
ZZ.SV.000 - ROSA-CHOQUE - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;2;2;R$ 44;90;0;10%;R$ 22
ZZ.SW.000 - QUERMESSE - Z - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 44;88;0;10%;R$ 26
ZZ.SW.000 - FEITICO DO TEMPO - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 44;82;0;10%;R$ 24
ZZ.SV.000 - VERMELHO-SEDUCAO - GEL2 - SELFCOLOR - GEL PARA EFEITOS;800ML;1574;1;1;R$ 44;80;0;10%;R$ 18
ZZ.SW.000 - MORENO FIEL - XY - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 44;76;0;10%;R$ 24
ZZ.SW.000 - CINZA TECNOLOGICO SW 7075 MET ESM ACETINADO - METALATEX ESMALTE;800ML;1687;1;1;R$ 44;75;0;10%;R$ 56
ZZ.SV.000 - CRISTAL PURO - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 44;74;0;10%;R$ 24
ZZ.SW.000 - AMENDOA CONFEITADA - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 44;72;0;10%;R$ 24
ZZ.SH.000 - PINHEIRO INGLES - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 44;70;0;10%;R$ 24
ZZ.SW.000 - ILHA DA GIPOIA - XY - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 44;70;0;10%;R$ 25
ZZ.SV.000 - MACRAME - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 44;64;0;10%;R$ 24
ZZ.SH.000 - PILAR - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 44;60;0;10%;R$ 22
ZZ.SH.000 - VERDE LIQUEN - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 44;60;0;10%;R$ 24
ZZ.SW.000 - VENTO LEVOU - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 44;57;0;10%;R$ 26
ZZ.SW.000 - COLECIONADOR DE ORQUIDEA - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 44;56;0;10%;R$ 24
ZZ.SV.000 - J156 - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 44;55;0;10%;R$ 24
ZZ.SV.000 - TAMARA - C2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 44;46;0;10%;R$ 44
ZZ.SW.000 - VERDE JADE - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 44;44;0;10%;R$ 25
ZZ.SH.000 - NOZ MOSCADA - SUV - OUTRAS COLECOES - DECORA MATTE FO;800ML;231;1;1;R$ 44;40;0;10%;R$ 23
ZZ.SW.000 - BRONZE DURADOURO - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 44;40;0;10%;R$ 25
ZZ.SH.000 - AMARELO MARGARIDA - LANGUAGE OF COLORS - - CORALIT ULTRA RESIST;800ML;231;1;1;R$ 44;30;0;10%;R$ 23
ZZ.SH.000 - MARFIM ELOQUENTE - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 44;30;0;10%;R$ 22
ZZ.SW.000 - NOITE NA FLORESTA - W - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 44;30;0;10%;R$ 25
ZZ.SV.000 - PRATA ENVELHECIDO - B2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 44;23;0;10%;R$ 26
ZZ.SW.000 - MANTRA - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 44;16;0;10%;R$ 23
ZZ.SV.000 - VERDE-VITREO - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 44;15;0;10%;R$ 24
ZZ.SW.000 - PERFUME DE AMBAR - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 44;11;0;10%;R$ 25
02.01.005 - BROXA RETANGULAR PLASTICA GRANDE 12MM X 75MM X 180MM;UNIDA;14;3;3;R$ 44;10;0;10%;R$ 7
12.03.023 - TESTE FACIL LICOR DE AMEIXA;UNIDA;3;3;3;R$ 44;10;0;10%;R$ 24
12.03.043 - TESTE FACIL BRISA GELADA;UNIDA;3;3;3;R$ 44;10;0;10%;R$ 22
12.03.100 - TESTE FACIL PROMESSA SECRETA;UNIDA;3;3;3;R$ 44;10;0;10%;R$ 23
ZZ.SW.000 - AVENTURA LARANJA - VY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 44;10;0;10%;R$ 21
ZZ.SV.000 - MAR DE BITINGUI - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 44;9;0;10%;R$ 24
ZZ.SV.000 - BISCOITO-CHAMPAGNE - B2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 44;6;0;10%;R$ 27
ZZ.SV.000 - PITAIA-VERMELHA - GEL2 - SELFCOLOR - GEL PARA EFEITOS;800ML;1574;1;1;R$ 44;4;0;10%;R$ 17
ZZ.SW.000 - LOBELIA AZUL - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 44;4;0;10%;R$ 24
ZZ.SW.000 - PIMENTA-CUMARI - VY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 44;4;0;10%;R$ 24
ZZ.SW.000 - PRATA ENVELHECIDO - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 44;2;0;10%;R$ 25
ZZ.SH.000 - BEGE LA - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;800ML;231;1;1;R$ 44;0;0;10%;R$ 23
ZZ.SV.000 - CANELA - C2 - SELFCOLOR - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 44;0;0;10%;R$ 22
ZZ.SV.000 - COLORADO - C2 - READY MIX - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 44;0;0;10%;R$ 27
ZZ.SW.000 - ALFAZEMA DO CAMPO - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 44;0;0;10%;R$ 24
ZZ.SW.000 - LIMA-DA-PERSIA - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 43;94;0;10%;R$ 24
ZZ.SV.000 - DOCE DE CAJU - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 43;93;0;10%;R$ 22
ZZ.SV.000 - ESTRELA INTENSA - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;2;2;R$ 43;88;0;10%;R$ 21
ZZ.SW.000 - NECTAR DAS FLORES - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 43;88;0;10%;R$ 25
ZZ.SW.000 - ARDOSIA AZULADA - Z - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 43;86;0;10%;R$ 23
11.03.030 - SPRAY ARTE URBANA BRANCO GELO;UNIDA;2;2;2;R$ 43;80;0;10%;R$ 24
11.03.058 - SPRAY ARTE URBANA VERDE BRISA;UNIDA;1;1;2;R$ 43;80;0;10%;R$ 24
11.03.016 - SPRAY ARTE URBANA AZUL ARTICO;UNIDA;2;2;2;R$ 43;79;0;10%;R$ 26
ZZ.SW.000 - AMARELO MEL - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 43;73;0;10%;R$ 24
ZZ.SW.000 - OURO DISCRETO - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 43;73;0;10%;R$ 28
ZZ.SV.000 - COCADA - A2 - SELFCOLOR - TESTE SUA COR;200ML;1574;2;2;R$ 43;68;0;10%;R$ 19
12.03.029 - TESTE FACIL CAMINHO DE CASA;UNIDA;3;3;3;R$ 43;66;0;10%;R$ 22
ZZ.SW.000 - MUFFIN - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 43;63;0;10%;R$ 25
ZZ.SW.000 - RAMO DE TRIGO - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 43;61;0;10%;R$ 24
ZZ.SH.000 - VERDE REPTIL - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 43;60;0;10%;R$ 23
ZZ.SW.000 - AREIA CLASSICA - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 43;58;0;10%;R$ 23
ZZ.SW.000 - VEU - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 43;52;0;10%;R$ 23
ZZ.SV.000 - MARIA ANTONIETA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 43;51;0;10%;R$ 23
07.01.005 - BROXA N§ 2;UNIDA;10;3;3;R$ 43;50;0;10%;R$ 8
ZZ.SW.000 - CINZA SENSUAL - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 43;50;0;10%;R$ 25
ZZ.SV.000 - VERDE-CREPOM - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 43;49;0;10%;R$ 25
ZZ.SV.000 - BANCO DA PRACA - B2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 43;42;0;10%;R$ 23
ZZ.SW.000 - PINHEIRO-DO-PARANA - VY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 43;42;0;10%;R$ 22
ZZ.SH.000 - FRESCOR DE MENTA - LANGUAGE OF COLORS - - CORALIT ULTRA RESIST;800ML;231;1;1;R$ 43;40;0;10%;R$ 22
ZZ.SH.000 - LAMPIAO - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 43;40;0;10%;R$ 23
ZZ.SV.000 - SAIDA DE BANHO - A2 - SELFCOLOR - TESTE SUA COR;200ML;1574;2;2;R$ 43;39;0;10%;R$ 19
ZZ.SW.000 - RUGOSA - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 43;39;0;10%;R$ 24
ZZ.SW.000 - VITAMINA DE PAPAIA - LY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 43;36;0;10%;R$ 23
ZZ.SV.000 - GELATINA DE FRAMBOESA - GEL2 - SELFCOLOR - GEL PARA EFEITOS;800ML;1574;1;1;R$ 43;33;0;10%;R$ 17
ZZ.SW.000 - VERDE DESCANSO - LY - SHERWIN - M-LTX ACR FS;QUART;1687;1;1;R$ 43;32;0;10%;R$ 55
ZZ.SV.000 - QUINDIM - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;2;2;R$ 43;31;0;10%;R$ 23
ZZ.SV.000 - SINO DA IGREJA - B2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 43;29;0;10%;R$ 24
ZZ.SW.000 - AROMA DE LARANJA - LY - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 43;29;0;10%;R$ 22
ZZ.SV.000 - PINHAO - C2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 43;27;0;10%;R$ 43
ZZ.SW.000 - ROUGE DE MOCA - Z - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 43;27;0;10%;R$ 23
ZZ.SV.000 - PISTACHE - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 43;23;0;10%;R$ 43
ZZ.SW.000 - FORNO DE BARRO - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 43;22;0;10%;R$ 27
ZZ.SH.000 - PENA PRATEADA - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;800ML;231;1;1;R$ 43;20;0;10%;R$ 22
ZZ.SW.000 - AQUARIO - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 43;19;0;10%;R$ 23
ZZ.SV.000 - TERNO CINZA - B2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 43;14;0;10%;R$ 23
ZZ.SV.000 - MARINE - A2 - READY MIX - FOSCO COMPLETO;800ML;1574;1;1;R$ 43;12;0;10%;R$ 43
ZZ.SV.000 - ANDIROBA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 43;9;0;10%;R$ 39
ZZ.SV.000 - VELUDO AZUL - B2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 43;5;0;10%;R$ 23
ZZ.SW.000 - NECTAR DAS FLORES - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 43;5;0;10%;R$ 24
ZZ.SH.000 - COLUNATA PESSEGO - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;800ML;231;1;1;R$ 43;0;0;10%;R$ 22
ZZ.SH.000 - FLOCOS DE GELO - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;800ML;231;1;1;R$ 43;0;0;10%;R$ 22
ZZ.SH.000 - MARGEM DO LAGO - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;800ML;231;1;1;R$ 43;0;0;10%;R$ 23
ZZ.SV.000 - CAPIM-CIDREIRA - GEL2 - SELFCOLOR - GEL PARA EFEITOS;800ML;1574;1;1;R$ 42;99;0;10%;R$ 17
ZZ.SW.000 - ROSA EXUBERANTE - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 42;98;0;10%;R$ 24
ZZ.SH.000 - DOCE DE FESTA - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 42;97;0;10%;R$ 24
02.03.002 - ROLO ESPUMA COMPEL 05 CM;UNIDA;10;8;11;R$ 42;90;0;10%;R$ 11
ZZ.SW.000 - CAFE GELADO - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 42;85;0;10%;R$ 55
11.03.072 - SPRAY ARTE URBANA VERMELHO GOIABA;UNIDA;2;2;2;R$ 42;83;0;10%;R$ 29
ZZ.SW.000 - PRESENTE AZUL - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 42;82;0;10%;R$ 24
ZZ.SH.000 - NORDICO - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 42;80;0;10%;R$ 22
ZZ.SW.000 - CRISANTEMO - Z - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 42;72;0;10%;R$ 25
ZZ.SW.000 - PAVAO MISTERIOSO - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 42;70;0;10%;R$ 23
ZZ.SV.000 - BONECA DE PANO - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 42;67;0;10%;R$ 23
ZZ.SV.000 - ROSA-BIQUINI - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 42;65;0;10%;R$ 42
ZZ.SW.000 - AZUL CELESTE - XY - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 42;60;0;10%;R$ 23
ZZ.SW.000 - AZUL DENIM - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 42;60;0;10%;R$ 25
ZZ.SW.000 - C-30GY 50/195 - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 42;60;0;10%;R$ 23
ZZ.SW.000 - MANTA DE INVERNO - Z - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 42;58;0;10%;R$ 24
ZZ.SW.000 - COGUMELO PORTOBELLO - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 42;56;0;10%;R$ 23
ZZ.SW.000 - AZUL CELESTE - XY - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 42;55;0;10%;R$ 24
ZZ.SV.000 - MISTICO - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 42;53;0;10%;R$ 22
ZZ.SW.000 - SERTAO NORDESTINO - VY - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 42;48;0;10%;R$ 24
ZZ.SV.000 - NUVEM DE PAPEL - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 42;47;0;10%;R$ 24
ZZ.SV.000 - PALAVRAS CRUZADAS - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 42;47;0;10%;R$ 24
ZZ.SW.000 - AGUA TERMAL - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 42;47;0;10%;R$ 42
ZZ.SW.000 - HORTENCIA AZUL - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 42;44;0;10%;R$ 22
ZZ.SW.000 - ROSA EXUBERANTE - W - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 42;42;0;10%;R$ 24
ZZ.SV.000 - PEDRA DA SIMPLICIDADE - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 42;40;0;10%;R$ 24
ZZ.SV.000 - FOCINHO DE GATO - B2 - SELFCOLOR - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 42;32;0;10%;R$ 22
ZZ.SW.000 - CASCA DE COCO - W - SHERWIN - M-LTX ESM SINT ACET;QUART;1687;1;1;R$ 42;30;0;10%;R$ 24
ZZ.SV.000 - BISCOITO CASEIRO - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 42;25;0;10%;R$ 22
ZZ.SV.000 - BRANCO GATINHO - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 42;23;0;10%;R$ 24
ZZ.SV.000 - ORQUIDEA DA TERRA - B2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 42;23;0;10%;R$ 22
ZZ.SW.000 - MANTO DO SABIO - XY - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 42;22;0;10%;R$ 24
ZZ.SH.000 - CINZA GAIVOTA - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 42;20;0;10%;R$ 22
ZZ.SV.000 - MACRAME - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 42;19;0;10%;R$ 24
ZZ.SW.000 - RELIQUIA DE BRONZE - W - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 42;11;0;10%;R$ 23
ZZ.SW.000 - BRANCO GELO - XY - SHERWIN - M-LTX ACR SB;QUART;1687;1;1;R$ 42;10;0;10%;R$ 23
ZZ.SW.000 - PAVE DE CHOCOLATE - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 42;8;0;10%;R$ 23
ZZ.SW.000 - FIESTA - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 42;6;0;10%;R$ 23
ZZ.SV.000 - CUPIDO - GEL2 - SELFCOLOR - GEL PARA EFEITOS;800ML;1574;1;1;R$ 42;2;0;10%;R$ 16
04.01.007 - SELADOR ANDRA 19KG;UNIDA;1;1;1;R$ 42;0;0;10%;R$ 2
ZZ.SH.000 - TRILHA VERDE - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;800ML;231;1;1;R$ 42;0;0;10%;R$ 23
